"","fips","county","year","chemical_species","WtdAvgValue"
"3027",6101,"Sutter",2016,"Arsenic",1.5351067244423
"3028",6101,"Sutter",2016,"Nitrates",0.672309235398503
"3029",6101,"Sutter",2016,"Uranium",3.20443700853271
"3030",6103,"Tehama",2000,"Arsenic",1.20271953498028
"3031",6103,"Tehama",2000,"Nitrates",1.54565046296296
"3032",6103,"Tehama",2000,"Uranium",0.814173897486358
"3033",6103,"Tehama",2001,"Arsenic",2.05416989361268
"3034",6103,"Tehama",2001,"Nitrates",1.54956144487409
"3035",6103,"Tehama",2001,"Uranium",1.40829119164384
"3036",6103,"Tehama",2002,"Arsenic",3.96768236380425
"3037",6103,"Tehama",2002,"Nitrates",1.36464664920022
"3038",6103,"Tehama",2002,"Uranium",1.88299456662354
"3039",6103,"Tehama",2003,"Arsenic",2.46894877568252
"3040",6103,"Tehama",2003,"Nitrates",1.61231614214313
"3041",6103,"Tehama",2003,"Uranium",0.622954025707752
"3042",6103,"Tehama",2004,"Arsenic",2.53160441261854
"3043",6103,"Tehama",2004,"Nitrates",1.54663231169533
"3044",6103,"Tehama",2004,"Uranium",0.52162281647617
"3045",6103,"Tehama",2005,"Arsenic",4.20566452213663
"3046",6103,"Tehama",2005,"Nitrates",1.42730826677057
"3047",6103,"Tehama",2005,"Uranium",0.727543720190779
"3048",6103,"Tehama",2006,"Arsenic",2.82491039426523
"3049",6103,"Tehama",2006,"Nitrates",1.83839863251574
"3050",6103,"Tehama",2006,"Uranium",1.07871520071025
"3051",6103,"Tehama",2007,"Arsenic",1.77212925730343
"3052",6103,"Tehama",2007,"Nitrates",1.47265841676513
"3053",6103,"Tehama",2007,"Uranium",0.75203950406764
"3054",6103,"Tehama",2008,"Arsenic",3.45195602382043
"3055",6103,"Tehama",2008,"Nitrates",1.67763746324141
"3056",6103,"Tehama",2008,"Uranium",0.786837015488639
"3057",6103,"Tehama",2009,"Arsenic",3.35308285643195
"3058",6103,"Tehama",2009,"Nitrates",1.4568085106383
"3059",6103,"Tehama",2009,"Uranium",0.74584008097166
"3060",6103,"Tehama",2010,"Arsenic",4.54807055630936
"3061",6103,"Tehama",2010,"Nitrates",1.53493596124494
"3062",6103,"Tehama",2010,"Uranium",1.08552129221733
"3063",6103,"Tehama",2011,"Arsenic",2.38862540322581
"3064",6103,"Tehama",2011,"Nitrates",1.56881332257263
"3065",6103,"Tehama",2011,"Uranium",1.93653131452168
"3066",6103,"Tehama",2012,"Arsenic",3.8904553598089
"3067",6103,"Tehama",2012,"Nitrates",1.66817674591612
"3068",6103,"Tehama",2013,"Arsenic",2.81420357751278
"3069",6103,"Tehama",2013,"Nitrates",1.093153924207
"3070",6103,"Tehama",2013,"Uranium",2.2925
"3071",6103,"Tehama",2014,"Arsenic",2.13231098430813
"3072",6103,"Tehama",2014,"Nitrates",1.29456820971419
"3073",6103,"Tehama",2014,"Uranium",0.635121951219512
"3074",6103,"Tehama",2015,"Arsenic",2.76218325791855
"3075",6103,"Tehama",2015,"Nitrates",1.22264784880598
"3076",6103,"Tehama",2015,"Uranium",1.32146198830409
"3077",6103,"Tehama",2016,"Arsenic",2.01886744590898
"3078",6103,"Tehama",2016,"Nitrates",1.26872911506417
"3079",6103,"Tehama",2016,"Uranium",0.921482296137339
"3080",6105,"Trinity",2000,"Arsenic",4.75
"3081",6105,"Trinity",2000,"Nitrates",0.23
"3082",6105,"Trinity",2000,"Uranium",0.702551062942893
"3083",6105,"Trinity",2001,"Arsenic",0.886666666666667
"3084",6105,"Trinity",2001,"DEHP",1.5
"3085",6105,"Trinity",2001,"Nitrates",0.241156186612576
"3086",6105,"Trinity",2001,"Uranium",0.669244777718265
"3087",6105,"Trinity",2002,"Arsenic",1.2865671641791
"3088",6105,"Trinity",2002,"Nitrates",0.23
"3089",6105,"Trinity",2002,"Uranium",0.734815278647464
"3090",6105,"Trinity",2003,"Arsenic",1
"3091",6105,"Trinity",2003,"Nitrates",0.322703862660944
"3092",6105,"Trinity",2003,"Uranium",0.84
"3093",6105,"Trinity",2004,"Arsenic",1
"3094",6105,"Trinity",2004,"Nitrates",0.23
"3095",6105,"Trinity",2004,"Uranium",0.5
"3096",6105,"Trinity",2005,"Arsenic",1.32066508313539
"3097",6105,"Trinity",2005,"Nitrates",0.23
"3098",6105,"Trinity",2005,"Uranium",1.02332255979315
"3099",6105,"Trinity",2006,"Arsenic",1
"3100",6105,"Trinity",2006,"Nitrates",0.23
"3101",6105,"Trinity",2006,"Uranium",0.475230414746544
"3102",6105,"Trinity",2007,"Arsenic",1
"3103",6105,"Trinity",2007,"Nitrates",0.23
"3104",6105,"Trinity",2007,"Uranium",0.5
"3105",6105,"Trinity",2008,"Arsenic",1
"3106",6105,"Trinity",2008,"Nitrates",0.23
"3107",6105,"Trinity",2008,"Uranium",1.75714285714286
"3108",6105,"Trinity",2009,"Arsenic",1.01360213747875
"3109",6105,"Trinity",2009,"Nitrates",0.23
"3110",6105,"Trinity",2009,"Uranium",0.5
"3111",6105,"Trinity",2010,"Arsenic",1
"3112",6105,"Trinity",2010,"Nitrates",0.23
"3113",6105,"Trinity",2010,"Uranium",0.5
"3114",6105,"Trinity",2011,"Arsenic",1
"3115",6105,"Trinity",2011,"Nitrates",0.23
"3116",6105,"Trinity",2012,"Nitrates",0.23
"3117",6105,"Trinity",2013,"Arsenic",1
"3118",6105,"Trinity",2013,"Nitrates",0.23
"3119",6105,"Trinity",2014,"Nitrates",0.23
"3120",6105,"Trinity",2015,"Arsenic",1.5
"3121",6105,"Trinity",2016,"Arsenic",2.39405204460967
"3122",6105,"Trinity",2016,"Nitrates",0.2
"3123",6105,"Trinity",2016,"Uranium",2.24
"3124",6107,"Tulare",2000,"Arsenic",1.83043893904276
"3125",6107,"Tulare",2000,"DEHP",1.5
"3126",6107,"Tulare",2000,"Nitrates",3.43533485250201
"3127",6107,"Tulare",2000,"Uranium",3.52127733901281
"3128",6107,"Tulare",2001,"Arsenic",1.31436577089959
"3129",6107,"Tulare",2001,"DEHP",0.749106078665078
"3130",6107,"Tulare",2001,"Nitrates",2.83954511252084
"3131",6107,"Tulare",2001,"Uranium",2.73408580216934
"3132",6107,"Tulare",2002,"Arsenic",1.84773477805547
"3133",6107,"Tulare",2002,"DEHP",1.5
"3134",6107,"Tulare",2002,"Nitrates",2.4628962538044
"3135",6107,"Tulare",2002,"Uranium",2.32728428654886
"3136",6107,"Tulare",2003,"Arsenic",1.31665147292717
"3137",6107,"Tulare",2003,"DEHP",1.51641495533659
"3138",6107,"Tulare",2003,"Nitrates",2.94885462815454
"3139",6107,"Tulare",2003,"Uranium",2.69095799350385
"3140",6107,"Tulare",2004,"Arsenic",1.21285076917398
"3141",6107,"Tulare",2004,"DEHP",1.50069509878126
"3142",6107,"Tulare",2004,"Nitrates",3.06602226292408
"3143",6107,"Tulare",2004,"Uranium",3.63065299742133
"3144",6107,"Tulare",2005,"Arsenic",2.14260048147531
"3145",6107,"Tulare",2005,"DEHP",1.5
"3146",6107,"Tulare",2005,"Nitrates",2.68878915125301
"3147",6107,"Tulare",2005,"Uranium",4.18919981921165
"3148",6107,"Tulare",2006,"Arsenic",2.10178514667733
"3149",6107,"Tulare",2006,"DEHP",1.5
"3150",6107,"Tulare",2006,"Nitrates",3.11127826466295
"3151",6107,"Tulare",2006,"Uranium",3.15346976813539
"3152",6107,"Tulare",2007,"Arsenic",2.18416933296519
"3153",6107,"Tulare",2007,"DEHP",1.5
"3154",6107,"Tulare",2007,"Nitrates",3.1367639576544
"3155",6107,"Tulare",2007,"Uranium",3.60709272105817
"3156",6107,"Tulare",2008,"Arsenic",2.00817725055045
"3157",6107,"Tulare",2008,"DEHP",1.5
"3158",6107,"Tulare",2008,"Nitrates",3.52826914525829
"3159",6107,"Tulare",2008,"Uranium",3.33033370384494
"3160",6107,"Tulare",2009,"Arsenic",3.01455735708305
"3161",6107,"Tulare",2009,"DEHP",1.5
"3162",6107,"Tulare",2009,"Nitrates",3.33150762320386
"3163",6107,"Tulare",2009,"Uranium",7.49680205464944
"3164",6107,"Tulare",2010,"Arsenic",1.717125270794
"3165",6107,"Tulare",2010,"DEHP",1.5
"3166",6107,"Tulare",2010,"Nitrates",3.42194393216892
"3167",6107,"Tulare",2010,"Uranium",4.53290660867464
"3168",6107,"Tulare",2011,"Arsenic",1.60170669641301
"3169",6107,"Tulare",2011,"DEHP",1.56297621757504
"3170",6107,"Tulare",2011,"Nitrates",3.30275701230335
"3171",6107,"Tulare",2011,"Uranium",3.03496942858342
"3172",6107,"Tulare",2012,"Arsenic",1.47517975700003
"3173",6107,"Tulare",2012,"DEHP",1.52322606251034
"3174",6107,"Tulare",2012,"Nitrates",3.36812798105751
"3175",6107,"Tulare",2012,"Uranium",3.52374533749372
"3176",6107,"Tulare",2013,"Arsenic",1.5806992296996
"3177",6107,"Tulare",2013,"DEHP",1.5
"3178",6107,"Tulare",2013,"Nitrates",3.86809669029434
"3179",6107,"Tulare",2013,"Uranium",3.48074965993889
"3180",6107,"Tulare",2014,"Arsenic",2.0612907742537
"3181",6107,"Tulare",2014,"DEHP",1.5
"3182",6107,"Tulare",2014,"Nitrates",3.67074302620973
"3183",6107,"Tulare",2014,"Uranium",2.12244285442918
"3184",6107,"Tulare",2015,"Arsenic",2.41526577877998
"3185",6107,"Tulare",2015,"DEHP",1.5
"3186",6107,"Tulare",2015,"Nitrates",3.97864378964901
"3187",6107,"Tulare",2015,"Uranium",2.09316827551673
"3188",6107,"Tulare",2016,"Arsenic",1.91561387761994
"3189",6107,"Tulare",2016,"DEHP",1.5
"3190",6107,"Tulare",2016,"Nitrates",3.5794745126384
"3191",6107,"Tulare",2016,"Uranium",5.43139325077663
"3192",6109,"Tuolumne",2000,"Arsenic",1.00296250097451
"3193",6109,"Tuolumne",2000,"DEHP",1.5
"3194",6109,"Tuolumne",2000,"Nitrates",2.87438445691554
"3195",6109,"Tuolumne",2000,"Uranium",1.95326441351889
"3196",6109,"Tuolumne",2001,"Arsenic",1
"3197",6109,"Tuolumne",2001,"Nitrates",0.302306452335109
"3198",6109,"Tuolumne",2001,"Uranium",2.0189870080964
"3199",6109,"Tuolumne",2002,"Arsenic",1
"3200",6109,"Tuolumne",2002,"DEHP",1.5
"3201",6109,"Tuolumne",2002,"Nitrates",0.456508435680592
"3202",6109,"Tuolumne",2002,"Uranium",3.32915528677331
"3203",6109,"Tuolumne",2003,"Arsenic",1.19391014900699
"3204",6109,"Tuolumne",2003,"DEHP",1.5
"3205",6109,"Tuolumne",2003,"Nitrates",0.301337862905929
"3206",6109,"Tuolumne",2003,"Uranium",3.05998186215236
"3207",6109,"Tuolumne",2004,"Arsenic",1
"3208",6109,"Tuolumne",2004,"Nitrates",0.503892825321397
"3209",6109,"Tuolumne",2004,"Uranium",1.47759941409429
"3210",6109,"Tuolumne",2005,"Arsenic",1.15507054268653
"3211",6109,"Tuolumne",2005,"Nitrates",0.358850959626614
"3212",6109,"Tuolumne",2005,"Uranium",3.63122751864308
"3213",6109,"Tuolumne",2006,"Arsenic",1.01749453004981
"3214",6109,"Tuolumne",2006,"DEHP",1.5
"3215",6109,"Tuolumne",2006,"Nitrates",0.353074987945745
"3216",6109,"Tuolumne",2006,"Uranium",2.07051613746243
"3217",6109,"Tuolumne",2007,"Arsenic",1.65685829110606
"3218",6109,"Tuolumne",2007,"DEHP",1.5
"3219",6109,"Tuolumne",2007,"Nitrates",0.399129572048114
"3220",6109,"Tuolumne",2007,"Uranium",2.47920997766195
"3221",6109,"Tuolumne",2008,"Arsenic",1.0082930153322
"3222",6109,"Tuolumne",2008,"DEHP",1.5
"3223",6109,"Tuolumne",2008,"Nitrates",0.38885149776928
"3224",6109,"Tuolumne",2008,"Uranium",1.59551644667924
"3225",6109,"Tuolumne",2009,"Arsenic",0.967189747332718
"3226",6109,"Tuolumne",2009,"Nitrates",0.393351977626848
"3227",6109,"Tuolumne",2009,"Uranium",3.08591971940764
"3228",6109,"Tuolumne",2010,"Arsenic",0.972279657358388
"3229",6109,"Tuolumne",2010,"Nitrates",0.467608124151968
"3230",6109,"Tuolumne",2010,"Uranium",13.4452896725441
"3231",6109,"Tuolumne",2011,"Arsenic",1.21875568456701
"3232",6109,"Tuolumne",2011,"Nitrates",0.544350093314305
"3233",6109,"Tuolumne",2011,"Uranium",4.47318702290076
"3234",6109,"Tuolumne",2012,"Arsenic",1.18652792990142
"3235",6109,"Tuolumne",2012,"Nitrates",0.626258891241787
"3236",6109,"Tuolumne",2012,"Uranium",2.63678881987578
"3237",6109,"Tuolumne",2013,"Arsenic",1.01807483210745
"3238",6109,"Tuolumne",2013,"Nitrates",0.589851141834887
"3239",6109,"Tuolumne",2013,"Uranium",10.8654981152396
"3240",6109,"Tuolumne",2014,"Arsenic",1.10456683975365
"3241",6109,"Tuolumne",2014,"Nitrates",0.700060198655563
"3242",6109,"Tuolumne",2014,"Uranium",2.03638475186838
"3243",6109,"Tuolumne",2015,"Arsenic",1.45814467145224
"3244",6109,"Tuolumne",2015,"DEHP",1.5
"3245",6109,"Tuolumne",2015,"Nitrates",0.615340909090909
"3246",6109,"Tuolumne",2015,"Uranium",1.37408714440043
"3247",6109,"Tuolumne",2016,"Arsenic",1.02356099817193
"3248",6109,"Tuolumne",2016,"DEHP",1.5
"3249",6109,"Tuolumne",2016,"Nitrates",0.581692790564961
"3250",6109,"Tuolumne",2016,"Uranium",2.98209146681539
"3251",6111,"Ventura",2000,"Arsenic",1.37212089410081
"3252",6111,"Ventura",2000,"DEHP",1.5
"3253",6111,"Ventura",2000,"Nitrates",1.3969805226271
"3254",6111,"Ventura",2000,"Uranium",5.94107857731644
"3255",6111,"Ventura",2001,"Arsenic",1.12010356236794
"3256",6111,"Ventura",2001,"DEHP",1.5
"3257",6111,"Ventura",2001,"Nitrates",0.760289136573986
"3258",6111,"Ventura",2001,"Uranium",3.04237302960279
"3259",6111,"Ventura",2002,"Arsenic",1.00119565766719
"3260",6111,"Ventura",2002,"DEHP",1.5
"3261",6111,"Ventura",2002,"Nitrates",0.802514081313183
"3262",6111,"Ventura",2002,"Uranium",6.30579556800552
"3263",6111,"Ventura",2003,"Arsenic",1.17113378507339
"3264",6111,"Ventura",2003,"DEHP",1.5
"3265",6111,"Ventura",2003,"Nitrates",1.04957803304746
"3266",6111,"Ventura",2003,"Uranium",3.54149306623808
"3267",6111,"Ventura",2004,"Arsenic",1.09573986988241
"3268",6111,"Ventura",2004,"DEHP",1.5
"3269",6111,"Ventura",2004,"Nitrates",0.96749267380083
"3270",6111,"Ventura",2004,"Uranium",3.3793698879166
"3271",6111,"Ventura",2005,"Arsenic",1.06749009398216
"3272",6111,"Ventura",2005,"DEHP",1.32104190828739
"3273",6111,"Ventura",2005,"Nitrates",0.612931106568289
"3274",6111,"Ventura",2005,"Uranium",2.41722173817197
"3275",6111,"Ventura",2006,"Arsenic",1.39726642460925
"3276",6111,"Ventura",2006,"DEHP",1.5
"3277",6111,"Ventura",2006,"Nitrates",2.34163082351612
"3278",6111,"Ventura",2006,"Uranium",5.10018657803067
"3279",6111,"Ventura",2007,"Arsenic",0.99969310626286
"3280",6111,"Ventura",2007,"DEHP",1.5
"3281",6111,"Ventura",2007,"Nitrates",1.97451146367713
"3282",6111,"Ventura",2007,"Uranium",1.67924234850312
"3283",6111,"Ventura",2008,"Arsenic",1.30025497168258
"3284",6111,"Ventura",2008,"Nitrates",4.35643029912397
"3285",6111,"Ventura",2008,"Uranium",5.20247702649449
"3286",6111,"Ventura",2009,"Arsenic",1.0006708285991
"3287",6111,"Ventura",2009,"Nitrates",3.14404938822376
"3288",6111,"Ventura",2009,"Uranium",7.35142571382092
"3289",6111,"Ventura",2010,"Arsenic",2.16139848735813
"3290",6111,"Ventura",2010,"DEHP",1.5
"3291",6111,"Ventura",2010,"Nitrates",1.30302477410742
"3292",6111,"Ventura",2010,"Uranium",6.74750671240064
"3293",6111,"Ventura",2011,"Arsenic",1.50338883099468
"3294",6111,"Ventura",2011,"DEHP",1.5
"3295",6111,"Ventura",2011,"Nitrates",1.67607760009702
"3296",6111,"Ventura",2011,"Uranium",9.19379343042462
"3297",6111,"Ventura",2012,"Arsenic",2.82292633025837
"3298",6111,"Ventura",2012,"DEHP",1.5
"3299",6111,"Ventura",2012,"Nitrates",1.19798738002877
"3300",6111,"Ventura",2012,"Uranium",6.69304717347496
"3301",6111,"Ventura",2013,"Arsenic",1
"3302",6111,"Ventura",2013,"DEHP",1.5
"3303",6111,"Ventura",2013,"Nitrates",1.93523776983506
"3304",6111,"Ventura",2013,"Uranium",7.41894509093878
"3305",6111,"Ventura",2014,"Arsenic",1.20789329192202
"3306",6111,"Ventura",2014,"DEHP",1.5
"3307",6111,"Ventura",2014,"Nitrates",1.50782975232711
"3308",6111,"Ventura",2014,"Uranium",5.88369888520952
"3309",6111,"Ventura",2015,"Arsenic",1.3356637649814
"3310",6111,"Ventura",2015,"DEHP",1.5
"3311",6111,"Ventura",2015,"Nitrates",2.66883586327982
"3312",6111,"Ventura",2015,"Uranium",4.91402474816216
"3313",6111,"Ventura",2016,"Arsenic",1.32852590426755
"3314",6111,"Ventura",2016,"DEHP",1.5
"3315",6111,"Ventura",2016,"Nitrates",2.9209897330668
"3316",6111,"Ventura",2016,"Uranium",6.42993921183806
"3317",6113,"Yolo",2000,"Arsenic",1
"3318",6113,"Yolo",2000,"DEHP",1.5
"3319",6113,"Yolo",2000,"Nitrates",2.23471142357443
"3320",6113,"Yolo",2000,"Uranium",0.755560165975104
"3321",6113,"Yolo",2001,"Arsenic",1.63046201765011
"3322",6113,"Yolo",2001,"DEHP",1.5
"3323",6113,"Yolo",2001,"Nitrates",2.6168535596672
"3324",6113,"Yolo",2001,"Uranium",3.10361712960344
"3325",6113,"Yolo",2002,"Arsenic",1.29584091126639
"3326",6113,"Yolo",2002,"DEHP",1.5
"3327",6113,"Yolo",2002,"Nitrates",3.37833990598479
"3328",6113,"Yolo",2002,"Uranium",2.85958261788403
"3329",6113,"Yolo",2003,"Arsenic",1.24709342004898
"3330",6113,"Yolo",2003,"DEHP",1.5
"3331",6113,"Yolo",2003,"Nitrates",2.05769441786824
"3332",6113,"Yolo",2003,"Uranium",0.5
"3333",6113,"Yolo",2004,"Arsenic",1.11892108147607
"3334",6113,"Yolo",2004,"DEHP",1.5
"3335",6113,"Yolo",2004,"Nitrates",3.20917769335967
"3336",6113,"Yolo",2004,"Uranium",0.560969609261939
"3337",6113,"Yolo",2005,"Arsenic",1.10260931525895
"3338",6113,"Yolo",2005,"DEHP",1.5
"3339",6113,"Yolo",2005,"Nitrates",3.23943223518984
"3340",6113,"Yolo",2005,"Uranium",1.50984136147996
"3341",6113,"Yolo",2006,"Arsenic",1.30652926481085
"3342",6113,"Yolo",2006,"DEHP",1.5
"3343",6113,"Yolo",2006,"Nitrates",3.28899447698147
"3344",6113,"Yolo",2006,"Uranium",2.95545562767136
"3345",6113,"Yolo",2007,"Arsenic",1.19193277310924
"3346",6113,"Yolo",2007,"DEHP",1.5
"3347",6113,"Yolo",2007,"Nitrates",3.57323459983043
"3348",6113,"Yolo",2007,"Uranium",3.78370810004824
"3349",6113,"Yolo",2008,"Arsenic",2.26350675956633
"3350",6113,"Yolo",2008,"DEHP",1.5
"3351",6113,"Yolo",2008,"Nitrates",3.47110600232579
"3352",6113,"Yolo",2008,"Uranium",0.353238477928243
"3353",6113,"Yolo",2009,"Arsenic",1.24992962702322
"3354",6113,"Yolo",2009,"DEHP",1.5
"3355",6113,"Yolo",2009,"Nitrates",3.80851413419196
"3356",6113,"Yolo",2009,"Uranium",3.46581139550644
"3357",6113,"Yolo",2010,"Arsenic",1.25135626772243
"3358",6113,"Yolo",2010,"DEHP",1.5
"3359",6113,"Yolo",2010,"Nitrates",3.51681338366837
"3360",6113,"Yolo",2010,"Uranium",3.55809523809524
"3361",6113,"Yolo",2011,"Arsenic",1.26845280122794
"3362",6113,"Yolo",2011,"DEHP",1.47199950962364
"3363",6113,"Yolo",2011,"Nitrates",3.40510878688486
"3364",6113,"Yolo",2011,"Uranium",0.87347280334728
"3365",6113,"Yolo",2012,"Arsenic",5.00218671405551
"3366",6113,"Yolo",2012,"DEHP",1.5
"3367",6113,"Yolo",2012,"Nitrates",4.86449774416511
"3368",6113,"Yolo",2012,"Uranium",3.10018325157463
"3369",6113,"Yolo",2013,"Arsenic",4.05170922427514
"3370",6113,"Yolo",2013,"DEHP",1.5
"3371",6113,"Yolo",2013,"Nitrates",5.43961827714179
"3372",6113,"Yolo",2013,"Uranium",0.5
"3373",6113,"Yolo",2014,"Arsenic",1.01791972866026
"3374",6113,"Yolo",2014,"DEHP",1.5
"3375",6113,"Yolo",2014,"Nitrates",4.75961497682385
"3376",6113,"Yolo",2014,"Uranium",0.610122769125838
"3377",6113,"Yolo",2015,"Arsenic",1
"3378",6113,"Yolo",2015,"DEHP",1.5
"3379",6113,"Yolo",2015,"Nitrates",5.91548269397464
"3380",6113,"Yolo",2015,"Uranium",1.84
"3381",6113,"Yolo",2016,"Arsenic",1.10866630114454
"3382",6113,"Yolo",2016,"DEHP",1.5
"3383",6113,"Yolo",2016,"Nitrates",4.54640028243148
"3384",6113,"Yolo",2016,"Uranium",1.79033898305085
"3385",6115,"Yuba",2000,"Arsenic",1.04037513908759
"3386",6115,"Yuba",2000,"DEHP",1.5
"3387",6115,"Yuba",2000,"Nitrates",0.446736698160119
"3388",6115,"Yuba",2000,"Uranium",1.18612696013603
"3389",6115,"Yuba",2001,"Arsenic",1
"3390",6115,"Yuba",2001,"DEHP",1.5
"3391",6115,"Yuba",2001,"Nitrates",1.52395273264402
"3392",6115,"Yuba",2001,"Uranium",2.82813994074435
"3393",6115,"Yuba",2002,"Arsenic",1.9364176626826
"3394",6115,"Yuba",2002,"Nitrates",0.811066990429939
"3395",6115,"Yuba",2002,"Uranium",2.21365354286358
"3396",6115,"Yuba",2003,"Arsenic",1.40066860895758
"3397",6115,"Yuba",2003,"DEHP",1.5
"3398",6115,"Yuba",2003,"Nitrates",0.798836231764609
"3399",6115,"Yuba",2003,"Uranium",1.94451427893363
"3400",6115,"Yuba",2004,"Arsenic",1.26037870472009
"3401",6115,"Yuba",2004,"Nitrates",1.03207623497237
"3402",6115,"Yuba",2004,"Uranium",0.86369622899413
"3403",6115,"Yuba",2005,"Arsenic",2.85584634867033
"3404",6115,"Yuba",2005,"Nitrates",0.720125249252243
"3405",6115,"Yuba",2005,"Uranium",1.08517323899698
"3406",6115,"Yuba",2006,"Arsenic",2.92167524785014
"3407",6115,"Yuba",2006,"DEHP",1.5
"3408",6115,"Yuba",2006,"Nitrates",0.663877410102512
"3409",6115,"Yuba",2006,"Uranium",2.09127834768587
"3410",6115,"Yuba",2007,"Arsenic",3.49798138360811
"3411",6115,"Yuba",2007,"Nitrates",0.496310032270311
"3412",6115,"Yuba",2007,"Uranium",2.69302596647367
"3413",6115,"Yuba",2008,"Arsenic",4.62531589063178
"3414",6115,"Yuba",2008,"Nitrates",0.562856693985494
"3415",6115,"Yuba",2008,"Uranium",1.47945746397222
"3416",6115,"Yuba",2009,"Arsenic",2.47062647884832
"3417",6115,"Yuba",2009,"Nitrates",0.693509229281419
"3418",6115,"Yuba",2009,"Uranium",0.806636461567708
"3419",6115,"Yuba",2010,"Arsenic",4.47485320398264
"3420",6115,"Yuba",2010,"Nitrates",0.690230495941769
"3421",6115,"Yuba",2010,"Uranium",3.72257590597453
"3422",6115,"Yuba",2011,"Arsenic",2.87433771070643
"3423",6115,"Yuba",2011,"DEHP",1.5
"3424",6115,"Yuba",2011,"Nitrates",0.58281560352968
"3425",6115,"Yuba",2012,"Arsenic",2.30527194565837
"3426",6115,"Yuba",2012,"Nitrates",0.564215123026927
"3427",6115,"Yuba",2012,"Uranium",1.16577730434238
"3428",6115,"Yuba",2013,"Arsenic",2.70847519783826
"3429",6115,"Yuba",2013,"Nitrates",0.373753546817998
"3430",6115,"Yuba",2013,"Uranium",1.63040796527955
"3431",6115,"Yuba",2014,"Arsenic",3.28257230611723
"3432",6115,"Yuba",2014,"Nitrates",0.548402168537885
"3433",6115,"Yuba",2014,"Uranium",3.18595298602287
"3434",6115,"Yuba",2015,"Arsenic",2.92435669752503
"3435",6115,"Yuba",2015,"Nitrates",0.514885785192834
"3436",6115,"Yuba",2015,"Uranium",2.62102936448398
"3437",6115,"Yuba",2016,"Arsenic",2.72362525120301
"3438",6115,"Yuba",2016,"Nitrates",0.496438246058077
"3439",6115,"Yuba",2016,"Uranium",3.02353330805208
