"","County","FIPS","Year","Arsenic","DEHP","Nitrates","Uranium","% Fair/Poor","Physically Unhealthy Days","Mentally Unhealthy Days","% LBW","% Children in Poverty","Population","LandArea","Density","LBL_Label","Poverty_Label","PoorHealthLabel"
"305","Shasta",6089,2010,1.00503060899623,NA,0.986986641166489,0.5,12,3.5,3.8,6,21,177062,3775.4,46.8988716427398,0,1,0
"306","Shasta",6089,2011,1.72299767483456,1.5,1.01166878943159,0.871967654986523,12.3,3.8,3.7,6.16,23.9,177455,3775.4,47.0029665730783,0,1,0
"307","Shasta",6089,2012,1.04721636701798,NA,0.82000777842598,2.02203260869565,12.4,3.8,3.9,6.2,25.4,177962,3775.4,47.1372569793929,0,1,0
"308","Shasta",6089,2013,1.00682254403977,NA,1.08770151967275,2.24,11.5,3.2,6.2,6.2,25.3,178725,3775.4,47.3393547703555,0,1,0
"309","Shasta",6089,2014,1.05757591118771,NA,0.387653815111442,2.2493951849677,15.8,4.1,4.1,6.2,25.9,179251,3775.4,47.4786777559994,0,1,0
"310","Shasta",6089,2015,1.88987905792489,NA,1.05583334189254,2.24,15.8,4.1,4.1,5.984736913,28.3,178777,3775.4,47.3531281453621,0,1,0
"311","Shasta",6089,2016,1.22745131101931,NA,1.00094524613976,2.25384451544196,14.5,3.9,4,6.137111395,20.3,178208,3775.4,47.2024156380781,0,1,0
"312","Sierra",6091,2010,3.81261363636364,NA,0.399936363636364,0.995504424778761,NA,NA,NA,NA,18,3233,953.21,3.39169752730248,NA,0,NA
"313","Sierra",6091,2011,12.08,NA,0.170594059405941,0.435643153526971,NA,NA,NA,NA,19.1,3216,953.21,3.37386305221305,NA,0,NA
"314","Sierra",6091,2012,14.5,NA,0.150891089108911,NA,NA,NA,NA,NA,18.9,3206,953.21,3.36337218451338,NA,0,NA
"315","Sierra",6091,2013,5.30327868852459,NA,0.176885245901639,0.75,NA,NA,NA,NA,19.8,3187,953.21,3.34343953588401,NA,0,NA
"316","Sierra",6091,2014,15.5,NA,0.395733015494636,NA,NA,NA,NA,NA,19.5,3161,953.21,3.31616327986488,NA,0,NA
"317","Sierra",6091,2015,18.5,NA,0.23,NA,NA,NA,NA,6.962025317,20.4,3147,953.21,3.30147606508534,1,1,NA
"318","Sierra",6091,2016,4.94662162162162,NA,0.2,NA,13.1,3.7,3.8,6.451612903,19,3140,953.21,3.29413245769558,0,0,0
"319","Siskiyou",6093,2010,1.07152662229617,NA,0.255272188833725,0.5,NA,4.2,5.1,7,25,44862,6277.88,7.14604293169032,1,1,NA
"320","Siskiyou",6093,2011,2.10123482924076,NA,0.30744610862262,0.5,NA,3.5,5,7.46,25.4,44792,6277.88,7.13489267077421,1,1,NA
"321","Siskiyou",6093,2012,1.23485365853659,NA,0.392312319350051,0.658181818181818,19.4,4.3,4.5,7.4,30.7,44765,6277.88,7.13059185584943,1,1,1
"322","Siskiyou",6093,2013,1.07985294117647,NA,0.268201079352389,2.24,14.4,2.9,7.4,7.4,31.6,44652,6277.88,7.112592148942,1,1,0
"323","Siskiyou",6093,2014,3.01378968253968,NA,0.317417605340008,2.24,19.5,4.6,4.9,7,32.2,44606,6277.88,7.1052648346257,1,1,1
"324","Siskiyou",6093,2015,1.1424537037037,NA,0.567807681117253,2.24,19.5,4.6,4.9,7.213409159,28,44500,6277.88,7.08838015380988,1,1,1
"325","Siskiyou",6093,2016,1.05087767969735,NA,0.304856492478226,2.24,16.5,4.2,4.1,7.459981879,30.3,44372,6277.88,7.06799110527758,1,1,0
"326","Solano",6095,2010,1.1477531094315,1.5,0.645262305265594,0.5,14,3.7,3.4,7,13,412573,821.76,502.060212227414,1,0,0
"327","Solano",6095,2011,1.23260102566601,1.5,0.673312,1.52977851605759,14.5,3.7,3.4,7.02,12,414648,821.76,504.585280373832,1,0,0
"328","Solano",6095,2012,1.28740311918331,NA,0.56938541704802,1.48,16.3,4,3.5,7.1,17.9,417443,821.76,507.986516744548,1,0,0
"329","Solano",6095,2013,1.18742582402223,1.5,0.405142744666193,3.33786235005326,13.2,3.1,7.1,7.1,18.4,420701,821.76,511.951177959502,1,0,0
"330","Solano",6095,2014,1.20715050302453,1.5,0.319918494597341,0.75,17.4,4,3.3,7,18.7,425430,821.76,517.70589953271,1,0,0
"331","Solano",6095,2015,1.18213962140462,1.5,0.358526672003493,0.740063623553525,17.4,4,3.3,6.958586125,17.8,429267,821.76,522.375146028037,1,0,0
"332","Solano",6095,2016,1.97157760060685,1.5,0.314534724078597,0.775826138313131,15.5,3.5,3.6,6.922294766,16.5,434102,821.76,528.258859034268,1,0,0
"333","Sonoma",6097,2010,1.91180345618815,1.5,0.787774894812727,2.18702927597717,15,4.1,4.2,5,11,483844,1575.85,307.03683726243,0,0,0
"334","Sonoma",6097,2011,2.07366867442004,1.5,0.641822232796959,0.959563392997474,15.1,4.2,4.4,5.48,12.8,486830,1575.85,308.931687660628,0,0,0
"335","Sonoma",6097,2012,1.9082586155107,1.5,0.607561610007086,1.75498866213152,13.9,3.8,3.9,5.5,14.8,489752,1575.85,310.785925056319,0,0,0
"336","Sonoma",6097,2013,3.616354579807,1.5,0.811861971951064,0.932509478245171,11.7,3.2,5.8,5.8,15.9,494416,1575.85,313.745597613986,0,0,0
"337","Sonoma",6097,2014,4.20985891318527,1.5,0.843981363655022,0.731428571428571,14.4,3.9,3.4,5.8,15.2,497908,1575.85,315.961544563252,0,0,0
"338","Sonoma",6097,2015,4.02112979321421,1.5,0.517442298755615,0.82840021691974,14.4,3.9,3.4,5.677655678,16,501182,1575.85,318.039153472729,0,0,0
"339","Sonoma",6097,2016,2.59507546147043,1.5,0.974199827888068,1.59501539082606,13.3,3.4,3.6,5.708775823,13.6,503953,1575.85,319.797569565631,0,0,0
"340","Stanislaus",6099,2010,3.20282868664309,1.5,4.59262106313855,8.48776293546356,23,4.7,3.6,6,18,515888,1494.83,345.114829111003,0,0,1
"341","Stanislaus",6099,2011,3.28657681305738,1.5,3.95852104386186,6.17113646178206,22.8,4.2,3.5,6.47,19.6,518812,1494.83,347.070904383776,0,0,1
"342","Stanislaus",6099,2012,3.58307834752628,1.5,4.32818739375514,8.54993464013802,22.8,4,3.5,6.4,28.2,523596,1494.83,350.271268304757,0,1,1
"343","Stanislaus",6099,2013,3.32214176947193,1.5,4.77794142857513,7.61331024749833,20.3,3.7,6.4,6.4,31.6,527687,1494.83,353.008034358422,0,1,1
"344","Stanislaus",6099,2014,4.41938236335803,1.5,4.9350027308896,12.3003598039822,22.3,4.4,3.9,6.3,27.3,531720,1494.83,355.706000013379,0,1,1
"345","Stanislaus",6099,2015,3.04943576267011,NA,5.32475751791583,12.5491038090455,22.3,4.4,3.9,6.329180374,30.5,538372,1494.83,360.1560043617,0,1,1
"346","Stanislaus",6099,2016,3.19573328138451,NA,4.90344604573128,8.17976990371233,20.2,4.3,4.1,6.304118834,23.8,545008,1494.83,364.595305151756,0,1,1
"347","Sutter",6101,2010,6.08359196133299,1.5,0.686480645709875,NA,NA,4.8,2.6,6,18,94859,602.41,157.465845520493,0,0,NA
"348","Sutter",6101,2011,7.34981100611451,NA,0.862208852712569,1.75,27.3,3.9,2.9,5.68,21.5,95458,602.41,158.460184923889,0,1,1
"349","Sutter",6101,2012,6.37233510159143,NA,0.701040780585439,NA,24.6,3.8,2.5,5.7,23.5,96047,602.41,159.437924337245,0,1,1
"350","Sutter",6101,2013,1.97098245332477,NA,0.595254224211095,NA,15.7,2.9,5.8,5.8,24.5,96540,602.41,160.256303846218,0,1,0
"351","Sutter",6101,2014,2.04995499573235,NA,0.559797597921971,NA,19,4.3,3.3,5.7,24.1,97101,602.41,161.187563287462,0,1,1
"352","Sutter",6101,2015,2.08802314766973,NA,0.496430453652992,7.24,19,4.3,3.3,5.756628692,25.4,97618,602.41,162.04578277253,0,1,1
"353","Sutter",6101,2016,1.5351067244423,NA,0.672309235398503,3.20443700853271,16.7,3.9,3.8,5.806585645,20.8,98191,602.41,162.996962201823,0,1,0
"354","Tehama",6103,2010,4.54807055630936,NA,1.53493596124494,1.08552129221733,25,6.3,3.7,6,27,63505,2949.71,21.5292350773466,0,1,1
"355","Tehama",6103,2011,2.38862540322581,NA,1.56881332257263,1.93653131452168,26.7,6.1,4.7,5.57,25.5,63621,2949.71,21.5685609771808,0,1,1
"356","Tehama",6103,2012,3.8904553598089,NA,1.66817674591612,NA,27.5,6.2,5.2,5.7,31.1,63711,2949.71,21.5990724511901,0,1,1
"357","Tehama",6103,2013,2.81420357751278,NA,1.093153924207,2.2925,18.6,4.1,5.5,5.5,27.6,63731,2949.71,21.6058527787477,0,1,1
"358","Tehama",6103,2014,2.13231098430813,NA,1.29456820971419,0.635121951219512,24.3,5.2,5,5.5,32,63845,2949.71,21.6445006458262,0,1,1
"359","Tehama",6103,2015,2.76218325791855,NA,1.22264784880598,1.32146198830409,24.3,5.2,5,5.526992288,28.7,63970,2949.71,21.6868776930614,0,1,1
"360","Tehama",6103,2016,2.01886744590898,NA,1.26872911506417,0.921482296137339,17.3,4.2,4,5.706319703,26.7,64098,2949.71,21.7302717894301,0,1,0
"361","Trinity",6105,2010,1,NA,0.23,0.5,NA,NA,NA,6,27,13779,3179.25,4.33404104741684,0,1,NA
"362","Trinity",6105,2011,1,NA,0.23,NA,NA,4.7,9.6,5.81,31.6,13733,3179.25,4.31957222615397,0,1,NA
"363","Trinity",6105,2012,NA,NA,0.23,NA,NA,5.7,9.2,5.8,31.3,13704,3179.25,4.3104505779665,0,1,NA
"364","Trinity",6105,2013,1,NA,0.23,NA,NA,2.5,5,5,33.3,13667,3179.25,4.29881261303767,0,1,NA
"365","Trinity",6105,2014,NA,NA,0.23,NA,16.7,4.6,9.2,4.8,34.1,13613,3179.25,4.28182747503342,0,1,0
"366","Trinity",6105,2015,1.5,NA,NA,NA,16.7,4.6,9.2,4.670658683,34.6,13562,3179.25,4.26578595580719,0,1,0
"367","Trinity",6105,2016,2.39405204460967,NA,0.2,2.24,15.2,4.1,4.1,5.658056581,31.7,13482,3179.25,4.24062278839349,0,1,0
"368","Tulare",6107,2010,1.717125270794,1.5,3.42194393216892,4.53290660867464,24,4.7,4.5,6,32,442551,4824.21,91.7354344027312,0,1,1
"369","Tulare",6107,2011,1.60170669641301,1.56297621757504,3.30275701230335,3.03496942858342,25.4,4.7,4.8,5.94,30.7,447493,4824.21,92.7598508356809,0,1,1
"370","Tulare",6107,2012,1.47517975700003,1.52322606251034,3.36812798105751,3.52374533749372,26.5,5.1,5.1,6.1,33.6,452135,4824.21,93.7220809210213,0,1,1
"371","Tulare",6107,2013,1.5806992296996,1.5,3.86809669029434,3.48074965993889,22.5,4.1,6.2,6.2,33.7,455854,4824.21,94.4929843435505,0,1,1
"372","Tulare",6107,2014,2.0612907742537,1.5,3.67074302620973,2.12244285442918,24.8,4.9,4.5,6.2,40.5,459831,4824.21,95.3173680250238,0,1,1
"373","Tulare",6107,2015,2.41526577877998,1.5,3.97864378964901,2.09316827551673,24.8,4.9,4.5,6.166836814,39.8,463291,4824.21,96.0345839007838,0,1,1
"374","Tulare",6107,2016,1.91561387761994,1.5,3.5794745126384,5.43139325077663,25.6,4.9,4.4,6.232398678,36.7,468235,4824.21,97.0594149093841,0,1,1
"375","Tuolumne",6109,2010,0.972279657358388,NA,0.467608124151968,13.4452896725441,16,4.1,4,5,18,55350,2220.88,24.9225532221462,0,0,0
"376","Tuolumne",6109,2011,1.21875568456701,NA,0.544350093314305,4.47318702290076,15.2,4.1,4.2,4.87,18.1,55190,2220.88,24.8505097078635,0,0,0
"377","Tuolumne",6109,2012,1.18652792990142,NA,0.626258891241787,2.63678881987578,14.3,3.9,4,4.9,21.5,55033,2220.88,24.7798170094737,0,1,0
"378","Tuolumne",6109,2013,1.01807483210745,NA,0.589851141834887,10.8654981152396,8.4,2.6,4.7,4.7,24.3,54894,2220.88,24.7172292064407,0,1,0
"379","Tuolumne",6109,2014,1.10456683975365,NA,0.700060198655563,2.03638475186838,13.2,3.7,3.7,4.8,20.8,54683,2220.88,24.6222218219805,0,1,0
"380","Tuolumne",6109,2015,1.45814467145224,1.5,0.615340909090909,1.37408714440043,13.2,3.7,3.7,4.699017199,21.6,54525,2220.88,24.5510788516264,0,1,0
"381","Tuolumne",6109,2016,1.02356099817193,1.5,0.581692790564961,2.98209146681539,13.4,3.7,3.7,4.483611627,20.5,54282,2220.88,24.4416627643096,0,1,0
"382","Ventura",6111,2010,2.16139848735813,1.5,1.30302477410742,6.74750671240064,14,3.6,3.9,6,12,824467,1843.13,447.318962851237,0,0,0
"383","Ventura",6111,2011,1.50338883099468,1.5,1.67607760009702,9.19379343042462,14.2,3.6,3.9,6.46,11.6,831450,1843.13,451.107626700233,0,0,0
"384","Ventura",6111,2012,2.82292633025837,1.5,1.19798738002877,6.69304717347496,14.3,3.6,3.6,6.5,15.3,836553,1843.13,453.876286534319,0,0,0
"385","Ventura",6111,2013,1,1.5,1.93523776983506,7.41894509093878,12.9,3,6.5,6.5,16.4,842639,1843.13,457.178278254925,0,0,0
"386","Ventura",6111,2014,1.20789329192202,1.5,1.50782975232711,5.88369888520952,16.3,3.7,3.6,6.4,17.7,847885,1843.13,460.024523500784,0,0,0
"387","Ventura",6111,2015,1.3356637649814,1.5,2.66883586327982,4.91402474816216,16.3,3.7,3.6,6.397854136,18,852013,1843.13,462.264191890968,0,0,0
"388","Ventura",6111,2016,1.32852590426755,1.5,2.9209897330668,6.42993921183806,14.7,3.4,3.3,6.326179711,15.8,854383,1843.13,463.550048016146,0,0,0
"389","Yolo",6113,2010,1.25135626772243,1.5,3.51681338366837,3.55809523809524,15,4.2,3.5,5,15,202352,1014.69,199.422483714238,0,0,0
"390","Yolo",6113,2011,1.26845280122794,1.47199950962364,3.40510878688486,0.87347280334728,13.4,3.8,3.1,5.37,14.7,203025,1014.69,200.08574047246,0,0,0
"391","Yolo",6113,2012,5.00218671405551,1.5,4.86449774416511,3.10018325157463,14.1,3.8,3,5.4,18.9,205408,1014.69,202.434240999714,0,0,0
"392","Yolo",6113,2013,4.05170922427514,1.5,5.43961827714179,0.5,12.1,2.8,5.3,5.3,20.5,208194,1014.69,205.179907163764,0,1,0
"393","Yolo",6113,2014,1.01791972866026,1.5,4.75961497682385,0.610122769125838,16.7,3.6,3.2,5.4,17.6,209834,1014.69,206.796164345761,0,0,0
"394","Yolo",6113,2015,1,1.5,5.91548269397464,1.84,16.7,3.6,3.2,5.367022187,17.9,212686,1014.69,209.606875006159,0,0,0
"395","Yolo",6113,2016,1.10866630114454,1.5,4.54640028243148,1.79033898305085,16.2,3.9,3.7,5.506012312,17.5,216866,1014.69,213.726359774907,0,0,0
"396","Yuba",6115,2010,4.47485320398264,NA,0.690230495941769,3.72257590597453,17,5.2,3.6,7,27,72315,631.84,114.451443403393,1,1,0
"397","Yuba",6115,2011,2.87433771070643,1.5,0.58281560352968,NA,20.1,3.7,3.7,6.77,23.9,73015,631.84,115.55931881489,0,1,1
"398","Yuba",6115,2012,2.30527194565837,NA,0.564215123026927,1.16577730434238,22.2,3.6,4.6,6.6,28.2,73704,631.84,116.649784755634,0,1,1
"399","Yuba",6115,2013,2.70847519783826,NA,0.373753546817998,1.63040796527955,16.2,3,6.2,6.2,27,74352,631.84,117.675360850848,0,1,0
"400","Yuba",6115,2014,3.28257230611723,NA,0.548402168537885,3.18595298602287,22.3,4.3,5.3,6.1,30.6,74975,631.84,118.66136996708,0,1,1
"401","Yuba",6115,2015,2.92435669752503,NA,0.514885785192834,2.62102936448398,22.3,4.3,5.3,5.86585913,28,75579,631.84,119.617308179286,0,1,1
"402","Yuba",6115,2016,2.72362525120301,NA,0.496438246058077,3.02353330805208,17.9,4.2,4,6.015037594,28.6,76129,631.84,120.48778171689,0,1,0
